,activity_id,assay_id,doc_id,record_id,molregno,standard_relation,standard_value,standard_units,standard_flag,standard_type,activity_comment,data_validity_comment,potential_duplicate,pchembl_value,bao_endpoint,uo_units,qudt_units,toid,upper_value,standard_upper_value,src_id,type,relation,value,units,text_value,standard_text_value,action_type,canonical_smiles,mechanism_of_action,tid
3223,389051,40717,17239,269044,65728,<,5.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,<,5.0,%,,,,CCC1(c2ccccc2)C(=O)NCNC1=O,GABA-A receptor; anion channel positive allosteric modulator,104688.0
3224,389051,40717,17239,269044,65728,<,5.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,<,5.0,%,,,,CCC1(c2ccccc2)C(=O)NCNC1=O,Sodium channel alpha subunit blocker,105639.0
3225,390374,40717,17239,269078,100157,<,5.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,<,5.0,%,,,,COc1ccccc1OCC(O)CO,Unknown,
3226,321333,40721,435,129308,305519,>,100.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,>,100.0,ug ml-1,,,,,Bacterial penicillin-binding protein inhibitor,105683.0
3227,321335,40724,435,129308,305519,=,100.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,100.0,ug ml-1,,,,,Bacterial penicillin-binding protein inhibitor,105683.0
3228,321334,40727,435,129308,305519,=,12.5,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,12.5,ug ml-1,,,,,Bacterial penicillin-binding protein inhibitor,105683.0
3229,321336,40868,435,129308,305519,>,100.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,>,100.0,ug ml-1,,,,,Bacterial penicillin-binding protein inhibitor,105683.0
3230,856904,40873,7966,322912,305519,=,100.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,100.0,ug ml-1,,,,,Bacterial penicillin-binding protein inhibitor,105683.0
3231,871811,40900,426,124434,111491,=,1.0,,0,Relative protection,,,0,,BAO_0000179,,,,,,1,Relative protection,=,1.0,,,,,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[K+],Bacterial beta-lactamase TEM inhibitor,106170.0
3232,856903,41040,7966,322912,305519,=,100.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,100.0,ug ml-1,,,,,Bacterial penicillin-binding protein inhibitor,105683.0
3233,71045,41050,3217,105525,373856,=,51900.0,nM,1,IC50,,,0,4.29,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,51.9,uM,,,,,Bacterial beta-lactamase TEM inhibitor,106170.0
3234,71047,41052,3217,105525,373856,=,2570.0,nM,1,IC50,,,0,5.59,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2.57,uM,,,,,Bacterial beta-lactamase TEM inhibitor,106170.0
3235,581432,41055,4165,333163,373856,=,2570.0,nM,1,IC50,,,1,5.59,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2.57,uM,,,,,Bacterial beta-lactamase TEM inhibitor,106170.0
3236,321332,41179,435,129308,305519,=,1.56,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,1.56,ug ml-1,,,,,Bacterial penicillin-binding protein inhibitor,105683.0
3237,871810,41186,426,124434,111491,=,1.0,,0,Relative protection,,,0,,BAO_0000179,,,,,,1,Relative protection,=,1.0,,,,,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[K+],Bacterial beta-lactamase TEM inhibitor,106170.0
3238,192931,41204,3596,349683,373856,=,47700.0,nM,1,IC50,,,0,4.32,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,47700.0,nM,,,,,Bacterial beta-lactamase TEM inhibitor,106170.0
3239,1003102,41205,3597,366,373856,=,47700.0,nM,1,IC50,,,1,4.32,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,47700.0,nM,,,,,Bacterial beta-lactamase TEM inhibitor,106170.0
3240,192930,41206,3596,349683,373856,=,60.0,nM,1,IC50,,,0,7.22,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,60.0,nM,,,,,Bacterial beta-lactamase TEM inhibitor,106170.0
3241,1003101,41207,3597,366,373856,=,60.0,nM,1,IC50,,,1,7.22,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,60.0,nM,,,,,Bacterial beta-lactamase TEM inhibitor,106170.0
3242,1251909,41236,16752,292428,27251,=,830.0,nM,1,IC50,,,0,6.08,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.83,uM,,,,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,Cholinesterases; ACHE & BCHE inhibitor,104805.0
3243,71046,41360,3217,105525,373856,=,297.0,nM,1,IC50,,,0,6.53,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.297,uM,,,,,Bacterial beta-lactamase TEM inhibitor,106170.0
3244,581431,41361,4165,333163,373856,=,290.0,nM,1,IC50,,,0,6.54,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.29,uM,,,,,Bacterial beta-lactamase TEM inhibitor,106170.0
3245,1267978,41385,5924,243168,128555,=,35000.0,nM,1,IC50,,,0,4.46,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,3.5e-05,M,,,,,Unknown,
3246,833027,41421,16574,231955,200958,=,16.0,nM,1,IC50,,,0,7.8,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,16.0,nM,,,,,Acetylcholinesterase inhibitor,93.0
3247,839075,41421,16574,231963,704882,>,10000.0,nM,1,IC50,,,1,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,10000.0,nM,,,,,Acetylcholinesterase inhibitor,93.0
3248,839078,41421,16574,231962,27251,=,37.0,nM,1,IC50,,,0,7.43,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,37.0,nM,,,,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,Cholinesterases; ACHE & BCHE inhibitor,104805.0
3249,1147957,41426,16274,277704,508604,=,44.0,nM,1,IC50,,,0,7.36,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,44.0,nM,,,,,Cholinesterases; ACHE & BCHE inhibitor,104805.0
3250,1170143,41426,16274,277706,704882,>,10000.0,nM,1,IC50,,,1,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,10000.0,nM,,,,,Acetylcholinesterase inhibitor,93.0
3251,840143,41432,15075,207368,704882,>,100000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,100000.0,nM,,,,,Acetylcholinesterase inhibitor,93.0
3252,840145,41440,15075,207368,704882,>,1000.0,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,>,1000.0,,,,,,Acetylcholinesterase inhibitor,93.0
3253,72528,41573,13188,280636,508667,=,7138.0,nM,1,IC50,,,0,5.15,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,7138.0,nM,,,,,Acetylcholinesterase inhibitor,93.0
3254,491107,41576,15181,258244,508604,=,92.0,nM,1,IC50,,,0,7.04,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,92.0,nM,,,,,Cholinesterases; ACHE & BCHE inhibitor,104805.0
3255,739613,41579,3267,136164,704882,=,135000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,135000.0,nM,,,,,Acetylcholinesterase inhibitor,93.0
3256,803662,41580,13056,230178,704882,>,1000000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,1000.0,uM,,,,,Acetylcholinesterase inhibitor,93.0
3257,1167491,41591,15736,275648,704882,>,10000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,10000.0,nM,,,,,Acetylcholinesterase inhibitor,93.0
3258,506003,42058,555,299296,419596,=,0.53,nM,1,Ki,,,0,9.28,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.53,nM,,,,,Voltage-gated L-type calcium channel blocker,104801.0
3259,1153813,42088,13452,163776,144959,=,6200.0,nM,1,IC50,,,0,5.21,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,6.2,uM,,,,,Protein kinase C beta inhibitor,11636.0
3260,256031,42224,5538,91925,83217,=,10000.0,nM,1,IC50,,,0,5.0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,10.0,uM,,,,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,Protein kinase C beta inhibitor,11636.0
3261,772378,42561,12121,244384,3859,=,0.44,nM,1,Ki,,,0,9.36,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.44,nM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
3262,772378,42561,12121,244384,3859,=,0.44,nM,1,Ki,,,0,9.36,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.44,nM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,D2-like dopamine receptor inverse agonist,105671.0
3263,772379,42562,12121,244384,3859,=,0.96,nM,1,Ki,,,0,9.02,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.96,nM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
3264,772379,42562,12121,244384,3859,=,0.96,nM,1,Ki,,,0,9.02,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.96,nM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,D2-like dopamine receptor inverse agonist,105671.0
3265,737756,42588,17389,313410,72873,=,183.0,nM,1,IC50,,,0,6.74,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,183.0,nM,,,,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,Cyclophilin A modulator,180.0
3266,185493,42592,1366,136675,72873,=,4.0,nM,1,Kd,,,0,8.4,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,4.0,nM,,,,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,Cyclophilin A modulator,180.0
3267,282590,42742,494,176528,419596,=,0.53,nM,1,Ki,,,0,9.28,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.53,nM,,,,,Voltage-gated L-type calcium channel blocker,104801.0
3268,703862,42753,9801,56284,453570,=,0.15,nM,1,IC50,,,0,9.82,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.5e-10,M,,,,,Voltage-gated L-type calcium channel blocker,104801.0
3269,1220373,42756,11712,348694,419596,=,2.5,nM,1,IC50,,,0,8.6,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2.5,nM,,,,,Voltage-gated L-type calcium channel blocker,104801.0
3270,813022,42758,10549,58796,453570,=,0.26,nM,1,Kd,,,0,9.59,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,0.26,nM,,,,,Voltage-gated L-type calcium channel blocker,104801.0
3271,976058,42760,9722,343398,419596,=,0.39,nM,0,Kd1,,,0,,BAO_0000179,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd1,=,0.39,nM,,,,,Voltage-gated L-type calcium channel blocker,104801.0
3272,202265,42776,9590,126021,419596,=,1.0,nM,1,IC50,,,0,9.0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.001,uM,,,,,Voltage-gated L-type calcium channel blocker,104801.0
3273,209418,42776,9590,126047,6723,>,1000000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,1000.0,uM,,,,CCN(CC)CC(=O)Nc1c(C)cccc1C,Sodium channel alpha subunit blocker,105639.0
3274,586948,42808,17764,79536,71663,=,480.0,nM,1,IC50,,,0,6.32,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,480.0,nM,,,,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,Cyclin-dependent kinase 2 inhibitor,11678.0
3275,586948,42808,17764,79536,71663,=,480.0,nM,1,IC50,,,0,6.32,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,480.0,nM,,,,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,Cyclin-dependent kinase 7 inhibitor,12829.0
3276,586948,42808,17764,79536,71663,=,480.0,nM,1,IC50,,,0,6.32,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,480.0,nM,,,,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,Cyclin-dependent kinase 9 inhibitor,11626.0
3277,1300806,42922,161,32957,31171,=,209.0,nM,1,Kd,,,0,6.68,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,2.09e-07,M l-1,,,,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,Sodium channel protein type V alpha subunit blocker,11480.0
3278,1300806,42922,161,32957,31171,=,209.0,nM,1,Kd,,,0,6.68,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,2.09e-07,M l-1,,,,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,Calmodulin inhibitor,101444.0
3279,921112,42923,8833,150602,419596,=,4.65,nM,1,Ki,,,0,8.33,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,4.65,nM l-1,,,,,Voltage-gated L-type calcium channel blocker,104801.0
3280,1043064,42944,3126,51775,5797,=,116000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,116.0,uM,,,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Adenosine receptor agonist,105024.0
3281,893219,42945,10882,308286,4872,=,590.0,nM,1,IC50,,,0,6.23,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.59,uM,,,,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,Phosphodiesterase 4 inhibitor,104679.0
3282,736518,42946,10755,187979,4872,=,490.0,nM,1,IC50,,,0,6.31,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.49,uM,,,,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,Phosphodiesterase 4 inhibitor,104679.0
3283,893218,42948,10882,308286,4872,=,490.0,nM,1,IC50,,,1,6.31,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.49,uM,,,,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,Phosphodiesterase 4 inhibitor,104679.0
3284,506114,43103,5850,220340,33583,>,100000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,100.0,uM,,,,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,Acetylcholinesterase inhibitor,93.0
3285,506114,43103,5850,220340,33583,>,100000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,100.0,uM,,,,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,Dopamine D1 and D2 receptor agonist,105040.0
3286,506114,43103,5850,220340,33583,>,100000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,100.0,uM,,,,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,Monoamine oxidase A inhibitor,86.0
3287,506114,43103,5850,220340,33583,>,100000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,100.0,uM,,,,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,Muscarinic acetylcholine receptor M1 agonist,61.0
3288,506114,43103,5850,220340,33583,>,100000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,100.0,uM,,,,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,Serotonin 2 (5-HT2) receptor,104784.0
3289,1272984,43122,7382,314144,3859,=,1.4,nM,1,Ki,,,0,8.85,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.0014,uM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
3290,1272984,43122,7382,314144,3859,=,1.4,nM,1,Ki,,,0,8.85,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.0014,uM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,D2-like dopamine receptor inverse agonist,105671.0
3291,1285616,43122,7382,314143,6216,=,10.0,nM,1,Ki,,,0,8.0,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.01,uM,,,,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,Serotonin 2a (5-HT2a) receptor antagonist,107.0
3292,1285616,43122,7382,314143,6216,=,10.0,nM,1,Ki,,,0,8.0,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.01,uM,,,,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,D2-like dopamine receptor antagonist,105671.0
3293,411244,43276,14190,235235,59842,=,142.0,uM,0,C50,,,0,,BAO_0000179,UO_0000064,http://www.openphacts.org/units/Micromolar,,,,1,C50,=,142.0,uM,,,,c1ccc2nc3ccccc3cc2c1,DNA disrupting agent,105574.0
3294,411245,43278,14190,235235,59842,=,320.0,uM,0,C50,,,0,,BAO_0000179,UO_0000064,http://www.openphacts.org/units/Micromolar,,,,1,C50,=,320.0,uM,,,,c1ccc2nc3ccccc3cc2c1,DNA disrupting agent,105574.0
3295,736569,43298,14594,230349,2580,=,11000.0,nM,1,EC50,,,0,4.96,BAO_0000188,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,EC50,=,11.0,uM,,,,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,DNA topoisomerase II inhibitor,104727.0
3296,402195,43312,14190,235232,88248,=,20.0,uM,0,Q,,,0,,BAO_0000179,UO_0000064,http://www.openphacts.org/units/Micromolar,,,,1,Q,=,20.0,uM,,,,Nc1ccc2cc3ccc(N)cc3nc2c1,DNA disrupting agent,105574.0
3297,411242,43312,14190,235235,59842,=,24.0,uM,0,Q,,,0,,BAO_0000179,UO_0000064,http://www.openphacts.org/units/Micromolar,,,,1,Q,=,24.0,uM,,,,c1ccc2nc3ccccc3cc2c1,DNA disrupting agent,105574.0
3298,589498,43469,10134,52392,4872,=,2700000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2700.0,uM,,,,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,Phosphodiesterase 4 inhibitor,104679.0
3299,877101,43840,15382,32473,18694,=,1000.0,nM,1,IC50,,,0,6.0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.0,uM,,,,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,Cyclooxygenase-2 inhibitor,126.0
3300,890760,43840,15382,32472,21697,=,500.0,nM,1,IC50,,,0,6.3,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.5,uM,,,,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,Cyclooxygenase-2 inhibitor,126.0
3301,877100,43841,15382,32473,18694,=,2.0,nM,1,IC50,,,0,8.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.002,uM,,,,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,Cyclooxygenase-2 inhibitor,126.0
3302,890759,43841,15382,32472,21697,=,20.0,nM,1,IC50,,,0,7.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.02,uM,,,,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,Cyclooxygenase-2 inhibitor,126.0
3303,195656,43842,15473,131589,117758,=,27.0,nM,1,IC50,,,0,7.57,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.027,uM,,,,,Cyclooxygenase inhibitor,104725.0
3304,403141,43995,15374,17828,173,=,5800.0,nM,1,IC50,,,0,5.24,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,5.8,uM,,,,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cyclooxygenase inhibitor,104725.0
3305,730230,43996,15375,19140,173,=,5800.0,nM,1,IC50,,,1,5.24,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,5.8,uM,,,,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cyclooxygenase inhibitor,104725.0
3306,442613,44002,15224,277455,173,=,8.6,(ng of PGE2) (mg of protein)-1,0,Activity,,,0,,BAO_0000181,,,,,,1,Activity,=,8.6,(ng of PGE2) (mg of protein)-1,,,,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cyclooxygenase inhibitor,104725.0
3307,403143,44004,15374,17828,173,=,6.4,nM,1,IC50,,,0,8.19,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.0064,uM,,,,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cyclooxygenase inhibitor,104725.0
3308,730232,44005,15375,19140,173,=,6.4,nM,1,IC50,,,1,8.19,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.0064,uM,,,,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cyclooxygenase inhibitor,104725.0
3309,614924,44021,9741,14481,2208,=,100.0,%,0,RA,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,RA,=,100.0,%,,,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,Retinoic acid receptor agonist,105764.0
3310,626394,44021,9741,14482,13928,=,100.0,%,0,RA,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,RA,=,100.0,%,,,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,Retinoic acid receptor agonist,105764.0
3311,1115195,44031,8892,291294,6317,=,83.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,83.0,%,,,,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,Cytochrome P450 19A1 inhibitor,65.0
3312,1115195,44031,8892,291294,6317,=,83.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,83.0,%,,,,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,Cytochrome P450 11A1 inhibitor,32.0
3313,824253,44525,4522,170410,712273,=,0.3,nM,1,IC50,,,1,9.52,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.3,nM,,,,,Glucocorticoid receptor antagonist,25.0
3314,824253,44525,4522,170410,712273,=,0.3,nM,1,IC50,,,1,9.52,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.3,nM,,,,,Progesterone receptor antagonist,36.0
3315,764665,44706,12092,232331,1376048,>,10000.0,nM,1,Ki,,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,>,10000.0,nM,,,,,Serotonin 3 (5-HT3) receptor antagonist,105029.0
3316,779190,44706,12092,232333,3183,>,10000.0,nM,1,Ki,,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,>,10000.0,nM,,,,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,Serotonin 3a (5-HT3a) receptor antagonist,144.0
3317,764666,44707,12092,232331,1376048,=,5400.0,nM,1,Ki,,,0,5.27,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,5400.0,nM,,,,,Serotonin 3 (5-HT3) receptor antagonist,105029.0
